Korean,English
희생이,Sacrifice
돌이킬,Stone
힘들어서,Hard
덫에,In traps
얘기에요,I'm talking
의미야,Meaning
괜찮은거지,It's okay
중에는,In the middle
해적,pirate
만요,Man only
갤러거,Gallery
느낌이에요,I feel it
발견됐습니다,It was found
화내는,Angry
치료하고,Treat
추억을,Memories
혹,bump
풀어줘요,Please release it
봤다면,If you saw it
면,noodle
이동할,To move
색깔이,Color
구체적인,Concrete
합병증이,Complications
무척이나,Very
성가시게,Annoying
되겠구나,It will be
현지,local
리암,Liam
하사,staff sergeant
혼란스러운,Confused
카페,cafe
보낼게,I'll send it
감독님,Bishop
부드럽고,Soft
시스코,Cisco
떠났고,Leave
안쪽에,Inside
그것보단,Rather
있을수,May
취해야,Must be drunk
받으실,Received
팝콘,popcorn
레나,Lena
사내,man
요새는,Fortress
이렇지,This
아닐수도,It may not be
과정이,Process
신경이나,Nerves
전부입니다,It's all
달의,Moon
링,ring
인생이야,It's life
찢어진,Torn
임신했어요,I am pregnant
딸기,strawberry
수감자,Prisoner
살았죠,I lived
헤어지는,Broken
자매님,Sister
환자분이,Patient
나타났습니다,Appeared
먹을래요,I want to eat
위협,Threat
퍼즐,puzzle
적에게,To
하늘은,The sky is
진통제를,Painkiller
감사해,thanks
안톤,Anton
다르다는,Different
주려는,To be given
낫잖아,It's better
절도,theft
이혼한,Divorced
와일드,Wild
비극적인,Tragic
얼마전에,Lately
지게,Fork
주머니에서,In pockets
에피네프린,Epinephrine
물론이고,Of course
친구나,Friend
자네들을,You guys
갔었는데,I went
유산을,Legacy
차렷,attention
소개를,Introduction
모든건,Everything
알려드리죠,Let me know
까다로운,Difficult
인원이,Number of people
말거나,Not
죽을뻔,I almost died
자라지,Grow
책임자가,Officer
전화기가,Telephone
받아줄,Accept
책임자,Officer
변경,change
애기야,baby
헬멧,helmet
역사의,Historical
행사를,Event
반만,Half
대신할,Instead
멀리까지,Far
규정,Rule
안드레아,Andrea
한번이라도,At least once
좋아한다,Likes
침입자,intruder
올지도,Map
시민들을,Citizens
뱅,Bang
금지야,Ban
재미는,Funny
은혜를,Grace
가져오라고,Get it
피해서,Dodge
사과는,The apple is
평소보다,Than usual
금융,finance
아무데나,anywhere
이보게,I see
값,value
얼씬도,Sloppy
의견에,In the opinion
선량한,good
유감이네,I'm sorry
경찰관이,Police officer
간식,snack
헥터,Hector
발가락,toes
군대의,Military
깨달았죠,I realized
상관도,Correlation
시키는대로,As
마샬,Marshall
결론은,in conclusion
이었어,Was
트럭으로,Truck
근무를,Working
페르난도,Fernando
얼어붙은,Frozen
배웠지,I learned
모양의,Shape
루크야,Luke
상하게,Hurt
식물,plant
항복,surrender
장군은,The general
집에도,Even at home
좋은게,Good thing
앤드루,Andrew
좆나,Fuck
높고,High
자신감,confidence
옆을,Side
궁금하네,I'm curious
수준,level
땅으로,Land
말해야겠어,I have to say
전통을,Tradition
제품을,Products
연결돼,Connected
맨디,Mandi
어딨는데,Where are you
없겠군,There will be no
미확인범은,Unidentified criminal
블랙홀,black hole
두려워서,Feared
크리스마스를,Christmas
흘리는,Shedding
될지는,Is
얘기했는데,I told you
갈기갈기,Grind
입장에서,From the standpoint
가져가면,If you take it
뒤에도,Behind
필사적으로,Desperately
해치고,Heart
토하고,Vomit
실수였어요,It was a mistake
테디는,Teddy
동화,Fairytale
정말이요,Really
바싹,Daring
있었을거야,It must have been
리타,Rita
이쪽을,This way
어때서요,How about
유도,Judo
수프,Soup
시야를,Vision
가야돼요,have to go
같지가,The same
불꽃이,Flame
내려오는,Descending
이거랑,With this
부하들,Subordinates
달라진,Changed
미술,Art
무릎에,On the knee
알아냈지,I found out
인자,factor
빨리해,do it faster
개한테,Dog
곤란해,Difficult
그리구,And
찾아보죠,Look for it
가르쳐줘,Teach me
방법이지,It's a way
않았기,Not
따라갈,Follow -up
져,lose
도널드,Donald
구해줘서,For saving me
환자분은,Patient
형한테,To Hyung
되는걸,To be
소원이,Wish
싸이코,Psycho
엉터리,nonsense
헬리콥터,Helicopter
아니라는걸,No
해드리죠,I'll do it
자체를,Itself
조지아,Georgia
늦을,Late
해드릴,Haeil
안됐다,Not
배터리를,Battery
고든이,Gordon
그쯤,At that point
둘러싸여,Surrounded
낭만적인,Romantic
어니,Ernie
살아온,Lived
따분한,boring
생각이나,Thinking or
감옥이,Prison
똑같네,The same
타기,ride
국내,domestic
부를게,To be broken
메러디스랑,Melodys
카밀,Camille
개발,Development
조니는,Johnny is
벤은,Ben
다녀올게요,I'll go there
깃발을,Flag
아니라도,Even
셋은,Three
때문이겠죠,Because it is
뵈요,See you
건물은,The building is
프로토콜을,Protocol
죽여도,Even killing
이어지는,Subsequent
레스토랑에,In the restaurant
날마다,everyday
목격한,Withal
시절을,Time
끝났고,Over
홈즈가,Holmes
좋거든요,It's good
깜둥아,Nash
용감하고,Brave
20달러,$ 20
떠나려고,To leave
보여드릴게요,I'll show you
닿지,Touch
테사,Tessa
우리쪽,Our side
정장,suit
유리한,favorable
알려줘서,Informed me
싫으니까,I hate it
모르세요,Don't know
질려,Tired
통한,through
교회가,Church
욕실,bathroom
작업은,The work is
불리한,adverse
지옥이,Hell
악마와,Devil and
위원회에,On the committee
걷지,Walking
예측,prediction
대학의,University
무리야,Mour
농담도,Joke
사망했어요,I died
데려오라고,Bring me
자르지,Cut
자세를,Posture
태어나는,Born
하고싶지,I want to do
끝이다,End
살아날,Survive
신발은,Shoes
생명체가,Life
힐러리,Hillary
오바,Oba
과학을,Science
나타났어요,Appeared
오두막,hut
스타일즈가,Styles
싶거든요,I want to
지점,Point
귀엽게,Cutely
늑대는,Wolf
나왔고,It came out
내려올,Descend
데다가,Then
목숨이야,It's life
태어났어,Born
아기한테,To the baby
노스,North
있더라고요,It was
힘에,In force
주겠나,Will you give it
살아도,Even if you live
독일의,German
쿠보,Kubo
아침이야,Morning
애쓰고,Hardly
만들자,Let's make
물질,matter
착해,Goodness
사람인가요,Is it a person
싶었거든,I wanted
괜찮을꺼야,It will be okay
계획하고,Plan
얘기해도,Even if you talk
겁쟁이가,The cowardly
거절,refuse
다가올,Coming
않은게,Not
운을,Luck
호텔의,Hotel
체포한다,Arrest
기념,Commemoration
걔네들,They
믿어지지,Believing
바지가,Pants
계획된,calculated
천사의,Angelic
햄버거,hamburger
장군의,General
사람요,Man
끊어야,I have to cut off
열차에,On the train
좋아하지도,I don't like it
배도,Stomach
여동생은,My sister
이라니,Yes
없을지도,Might
해냈다,I did it
수치는,Figures
좋아했죠,I liked it
싸우러,To fight
모르는게,I don't know
지도자,Leader
전선을,Wire
동료들을,Colleagues
간단하지,Not simple
전이야,It's before
말씀만,Word only
기다리죠,Wait
있겠다고,I will
맞서는,Confronted
자발적으로,voluntarily
안녕하신가요,Hello
죽었소,Dead
없는게,Without
화살,arrow
주면서,Giving
로비에,Lobby
전설적인,Legendary
바라며,Hoping
건에,In the case
처하게,Well
찾는데요,I look for it
나약한,weak
풀어요,Solve it
돌아오라고,Come back
사라졌다고,Gone disappeared
하질,Hazy
주문이,Order
자와,Sleep
싸운다,Fight
모드,mode
아름답네요,Beautiful
수술하고,Surgery
레코드,record
뿌리고,Sprinkle
보셨잖아요,You saw it
과한,Excessive
뭐하냐,What are you doing
시험에서,In the test
인구,population
운영,operate
더럽고,Dirty
풋,Foot
내렸어요,I got off
도박을,Gambling
낫겠다,It will be better
없으며,No
굿모닝,good morning
지시,instruction
꼭대기에,On top
자원을,Resources
많으면,Many
호출을,Call
하늘로,Heavenly
보겠네,I'll see you
룸,Room
우아한,elegant
2단계,Step 2
갖춘,Equipped
날이지,Day
들려서,By
흐름을,Flow
판을,Plate
출장,business trip
가는거,Going
만났다,met
시험은,The test
저한테도,To me too
1억,1 million
안되면,If not
세세한,Detailed
빨래,Wash
맥스가,Max
힘든데,It's hard
목록,List
주치의가,Doctor
싶잖아,I want to
나아졌어,It gets better
속상해,Upset
몫은,The share
한다네,That
유령의,Ghost
선반에,On the shelf
까,peel
카레브는,Carrev
깔고,In
일시적인,temporary
사나이,man
시카고에서,In Chicago
위층,Upstairs
일이라는,Work
선택해야,I have to choose
발견됐어요,It was found
날아갈,Flew
믿었던,Believed
환자분의,Patient
있었어야,There must have been
비난,criticism
지켜야지,I have to keep
발견했죠,I found it
달이나,Moon or
오늘을,Today
막혀서,Closed
할테니까,I'll do it
우리더러,User
서지,bibliography
말린,Dried
브래들리,Bradley
손자,grandson
도를,To
저래요,is like that
기간,period
그것으로,With it
쿠바,Cuba
트레버,Trevor
모른단,I don't know
잊어요,Forget
좋아한,Favorite
샘을,Sam
잭슨은,Jackson
가문은,The family
틀려,out of it
과정,procedure
셜록이,Sherlock
바란다고,I hope
치고는,for
통제하는,Controlled
물어볼게요,I'll ask you
부정적인,negative
끝나요,Is it over
폭발을,Explosion
터져,Burst
소장,Intestine
졸라를,Zola
데이먼,Damon
근거로,Based on
그렇고요,Yes
않는지,Not
국장님이,Director
이미지,image
수업은,Classes
명예로운,Honorable
올라가고,Go up
어딨냐,Where is it
상황인지,Situation
레이더에,Radar
국방부,Department of Defense
도중,During
전세계,Worldwide
하라고요,Do it
염소가,Goat
의지가,Will
잔만,Cupman
않은거야,It's not
부르지마,Don't call
일종,Sort
따라올,Follow -up
되었네,It was
왕좌에,On the throne
띄지,Spacious
생물학적,Biological
부하를,Load
쇼의,Show
교사,teacher
깡패,bully
이병,Lee Byung
미쳤군,I'm crazy
여자요,Yo
부모님의,Parent
걱정되는,Worrying
아프고,Hurt
아이디어는,Ideas
사회의,Social
안다구,Anda
폴이,Paul
살인자는,The murderer
집이나,Home or
테니스,tennis
아무일,Any
제게는,To me
누구와도,Whoever
그보단,Rather
무슨일인지,What happened
크기,size
파멜라,Pamela
짐승이,Beast
문제들을,Problems
정의가,Definition
안전하다,safe
질문도,Question
밴드가,Band
출발한다,depart
봐줘요,Look at it
숙여요,Lean
잊어버려요,Forget it
넘기면,If you pass it over
알아들었나,Did you understand
가의,Priced
대화로,Dialogue
있다는데,There is
4개의,4
가져오는,Imported
만족해,Satisfied
다정한,fond
사람들이요,People
무슨말인지,What you mean
가져가고,Take it
알고싶어,I want to know
숲의,Forest
파일에,In the file
6번,6th
조프리,Joprey
떠났죠,I left
만났다고,I met
망토를,Cloak
어색한,awkward
텐트,tent
조언이,Advice
조는,Joe
생각해본,Thinking
유령은,The ghost
시체들을,Dads
번호로,By number
모델이,Model
잠긴,immersed
근본적인,radical
스코틀랜드,The Granite City
술취한,drunk
아프면,If it hurts
성에서,In the castle
사정을,Ejaculation
이해한다,I understand
글로리아는,Gloria
맥박은,Pulse
궤도를,Orbital
최고급,High -end
회사로,Company
막스,Max
그랬지만,I did
알아내지,Find out
더워,hot
견디고,Endured
본부로,Headquarters
이보세요,Look at this
라이온의,Lionic
놓쳤어요,I missed it
차갑게,Coldly
동감이야,I agree
캠프를,Camp
준거야,Jun
운도,Lucky
협박을,Threatening
키스는,Kissing
찾아볼,Search
호박,pumpkin
다발성,Multiple
화상을,Burn
괜찮을까,Is it okay
들었거든요,I heard it
만지면,Touch
자면서,Sleeping
속인,layman
짓인지,Teeth
그렇듯이,As
정형외과,Orthopedics
시작된다,Start
멀어요,It's far
기억하시죠,I remember
알콜,Alcohol
때문인가,Is it because
핸슨,Hanson
기도는,Prayer
잡았지,I caught
멍청이들,Idiot
성적이,Grades
알고있죠,I know
곳이라고,Place
보자면,Seeing it
먹지도,Map
말도록,Male
3명의,3
치우는,Remaining
늙고,Old
소리지르고,Screaming
넘,too much
강이,River
수동,manual
한번씩,Once
예쁜데,Pretty
파블로를,Pablo
먹으렴,Eat
왕국은,The kingdom
떼고,Remove it
재스퍼,Jasper
의심하고,Suspiciously
회진,Regression
안타까운,pitiful
때까지만,Only until
찌르고,Stab
